pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,pl_pubdate
HATS-57 b,HATS-57,2.350621,1.3e-6,-1.3e-6,0,0.03493,0.00021,-0.0003,0,1.139,0.028,-0.028,0,3.147,0.073,-0.073,0,2.65,0.21,-0.21,0,0.028,,,1,1413,10,-10,0,5587.,19.,-19.,0,0.96,0.01,-0.01,0,1.03,0.02,-0.03,0,0.268,0.043,-0.043,0,[Fe/H],2.5,1.5,-1.1,0,1.633,0.075,-0.075,0,2019-08
WASP-10 b,WASP-10,3.0927616,1.e-6,-1.e-6,0,0.0378,0.0016,-0.0016,0,1.067,0.068,-0.068,0,3.16,0.26,-0.26,0,3.46,0.52,-0.52,0,,,,,972,31,-31,0,4675.,100.,-100.,0,0.7,0.04,-0.04,0,0.75,0.09,-0.09,0,0.03,0.2,-0.2,0,[Fe/H],,,,,3.04,0.44,-0.44,0,2010-11
HIP 65 A b,HIP 65 A,0.9809734,3.1e-6,-3.1e-6,0,0.01782,0.0002,-0.00021,0,2.03,0.61,-0.49,0,3.213,0.078,-0.078,0,0.48,0.61,-0.26,0,0.,,,0,1411,15,-15,0,4590.,49.,-49.,0,0.72,0.01,-0.01,0,0.78,0.03,-0.03,0,0.18,0.08,-0.08,0,[Fe/H],4.1,4.3,-2.8,0,2.898,0.085,-0.074,0,2020-07
HATS-36 b,HATS-36,4.1752387,2.2e-6,-2.2e-6,0,0.05425,0.00043,-0.00043,0,1.235,0.043,-0.043,0,3.216,0.062,-0.062,0,2.12,0.2,-0.2,0,0.105,0.028,-0.028,0,1356,30,-30,0,6149.,76.,-76.,0,1.16,0.04,-0.04,0,1.22,0.03,-0.03,0,0.28,0.037,-0.037,0,[Fe/H],0.62,0.55,-0.55,0,1.118,0.091,-0.091,0,2018-03
Kepler-43 b,Kepler-43,3.0240949,6.e-7,-6.e-7,0,0.046,0.0026,-0.0025,0,1.219,0.065,-0.064,0,3.23,0.26,-0.26,0,5.,7.,-5.,0,,,,,1620,40,-40,0,6041.,143.,-143.,0,1.42,0.07,-0.07,0,1.32,0.09,-0.09,0,0.33,0.11,-0.11,0,[Fe/H],,,,,,,,,2015-05
CoRoT-18 b,CoRoT-18,1.9000693,2.8e-6,-2.8e-6,0,0.0286,0.00068,-0.00068,0,1.251,0.083,-0.083,0,3.27,0.17,-0.17,0,2.07,0.4,-0.4,0,,,,,1490,45,-45,0,5440.,100.,-100.,0,0.92,0.06,-0.06,0,0.86,0.06,-0.06,0,-0.1,0.1,-0.1,0,[Fe/H],,,,,1.54,0.23,-0.23,0,2012-10
HATS-16 b,HATS-16,2.686502,0.000011,-0.000011,0,0.03744,0.00045,-0.00045,0,1.3,0.15,-0.15,0,3.27,0.19,-0.19,0,1.86,0.94,-0.48,0,0.,,,1,1592,61,-82,0,5738.,79.,-79.,0,1.24,0.1,-0.13,0,0.97,0.04,-0.04,0,-0.1,0.05,-0.05,0,[Fe/H],9.5,1.8,-1.8,0,0.72,0.26,-0.13,0,2016-07
WASP-33 b,WASP-33,1.21987016,0.00014,-0.00014,0,0.0259,0.0005,-0.0005,0,1.679,0.019,-0.03,0,3.28,0.73,-0.73,0,0.86,0.19,-0.19,0,0.,,,0,2723,37,-37,0,7430.,,,0,,,,,,,,,0.1,,,0,[Fe/H],,,,,,,,,2016-06
CoRoT-2 b,CoRoT-2,1.7429975,2.e-7,-2.e-7,0,,,,,1.414,0.064,-0.064,0,3.31,0.16,-0.16,0,1.553,0.134,-0.134,0,0.,,,0,1535,21,-21,0,5625.,120.,-120.,0,0.9,0.02,-0.02,0,0.97,0.06,-0.06,0,0.,0.1,-0.1,0,[Fe/H],,,,,,,,,2019-06
TOI-1107 b,TOI-1107,4.0782387,2.4e-6,-2.5e-6,0,0.0561,0.0024,-0.0025,0,1.3,0.05,-0.05,0,3.35,0.18,-0.18,0,1.89,0.23,-0.22,0,0.025,0.023,-0.016,0,1728,27,-27,0,6311.,98.,-98.,0,1.81,0.06,-0.06,0,1.35,0.08,-0.08,0,-0.1,0.09,-0.09,0,[Fe/H],2.6,0.2,-0.2,0,0.337,0.024,-0.026,0,2022-05
HATS-61 b,HATS-61,7.817953,0.000024,-0.000024,0,0.07908,0.00033,-0.00033,0,1.195,0.067,-0.067,0,3.4,0.14,-0.14,0,2.47,0.44,-0.44,0,0.092,,,0,1226,7,-7,0,5542.,21.,-21.,0,1.66,0.02,-0.02,0,1.08,0.01,-0.01,0,0.247,0.037,-0.037,0,[Fe/H],8.9,0.31,-0.41,0,0.33,0.014,-0.014,0,2019-02
HAT-P-69 b,HAT-P-69,4.7869491,1.8e-6,-2.1e-6,0,0.06555,0.0007,-0.00035,0,1.676,0.051,-0.033,0,3.58,0.58,-0.58,0,1.02,0.18,-0.16,0,0.,,,0,1930,80,-230,0,7394.,360.,-600.,0,1.93,0.06,-0.03,0,1.65,0.06,-0.03,0,-0.069,0.058,-0.075,0,[Fe/H],1.27,0.28,-0.44,0,,,,,2019-10
MASCARA-1 b,MASCARA-1,2.14878,8.e-6,-8.e-6,0,0.043,0.005,-0.005,0,1.5,0.3,-0.3,0,3.7,0.9,-0.9,0,1.5,0.9,-0.9,0,0.,,,0,2570,50,-30,0,7554.,150.,-150.,0,2.1,0.2,-0.2,0,1.72,0.07,-0.07,0,0.,,,0,[Fe/H],1.,0.2,-0.2,0,0.33,0.02,-0.04,0,2017-10
KELT-21 b,KELT-21,3.6127647,3.3e-6,-3.3e-6,0,0.05224,0.00035,-0.00034,0,1.586,0.039,-0.04,0,3.91,,,1,1.24,,,1,0.,,,0,2051,29,-30,0,7598.,81.,-84.,0,1.64,0.03,-0.03,0,1.46,0.03,-0.03,0,-0.405,0.032,-0.033,0,[Fe/H],1.6,0.1,-0.1,0,0.468,0.026,-0.024,0,2018-02
WTS-1 b,WTS-1,3.352057,0.000013,-0.000015,0,0.047,0.001,-0.001,0,1.49,0.16,-0.18,0,4.01,0.35,-0.35,0,1.61,0.56,-0.56,0,0.1,,,1,1500,100,-100,0,6250.,200.,-200.,0,1.15,0.1,-0.12,0,1.2,0.1,-0.1,0,-0.5,0.5,-0.5,0,[Fe/H],2.55,1.95,-1.95,0,1.1129,0.4367,-0.2536,0,2012-12
HAT-P-21 b,HAT-P-21,4.124481,7.e-6,-7.e-6,0,0.0494,0.0007,-0.0007,0,1.024,0.092,-0.092,0,4.063,0.161,-0.161,0,4.68,1.59,-0.99,0,0.228,0.016,-0.016,0,1283,50,-50,0,5588.,80.,-80.,0,1.1,0.08,-0.08,0,0.95,0.04,-0.04,0,0.01,0.08,-0.08,0,[Fe/H],10.2,2.5,-2.5,0,,,,,2011-12
KELT-19 A b,KELT-19 A,4.6117093,8.8e-6,-8.8e-6,0,0.0637,0.0031,-0.0027,0,1.91,0.11,-0.11,0,4.07,,,1,0.744,,,1,,,,,1935,38,-38,0,7500.,110.,-110.,0,1.83,0.1,-0.1,0,1.62,0.25,-0.2,0,-0.12,0.51,-0.51,0,[Fe/H],,,,,0.376,0.031,-0.027,0,2018-01
HAT-P-16 b,HAT-P-16,2.77597024,6.6e-7,-6.6e-7,0,0.0413,0.00047,-0.00047,0,1.19,0.035,-0.035,0,4.189,0.092,-0.092,0,2.47,0.32,-0.32,0,0.034,0.003,-0.003,0,1571,21,-21,0,6158.,,,0,,,,,,,,,0.17,,,0,[Fe/H],,,,,,,,,2016-06
Qatar-3 b,Qatar-3,2.5079204,,,0,0.03783,0.00069,-0.00069,0,1.096,0.14,-0.14,0,4.31,0.47,-0.47,0,4.,1.2,-1.2,0,0.,,,0,1681,84,-84,0,6007.,52.,-52.,0,1.27,0.14,-0.14,0,1.15,0.06,-0.06,0,-0.041,0.081,-0.081,0,[Fe/H],0.31,0.001,-0.001,0,0.78,0.2,-0.2,0,2017-04
Qatar-5 b,Qatar-5,2.8792319,,,0,0.04127,0.00067,-0.00067,0,1.107,0.064,-0.064,0,4.32,0.18,-0.18,0,3.95,0.58,-0.58,0,0.,,,0,1415,31,-31,0,5747.,49.,-49.,0,1.08,0.05,-0.05,0,1.13,0.06,-0.06,0,0.377,0.08,-0.08,0,[Fe/H],0.53,0.004,-0.004,0,1.286,0.15,-0.15,0,2017-04
OGLE2-TR-L9 b,OGLE2-TR-L9,2.48553417,6.4e-7,-6.4e-7,0,0.04047,0.00097,-0.00097,0,1.633,0.046,-0.046,0,4.4,1.5,-1.5,0,1.25,0.43,-0.43,0,,,,,2034,22,-22,0,6933.,58.,-58.,0,1.5,0.04,-0.04,0,1.43,0.1,-0.1,0,-0.05,0.2,-0.2,0,[Fe/H],1.,0.7,-1.3,0,0.597,0.025,-0.025,0,2012-10
TOI-2025 b,TOI-2025,8.872078,7.e-6,-7.e-6,0,0.092,0.004,-0.004,0,1.117,0.009,-0.009,0,4.4,0.3,-0.3,0,3.9,0.3,-0.3,0,0.41,0.02,-0.02,0,1167,11,-11,0,5880.,53.,-53.,0,1.56,0.03,-0.03,0,1.32,0.14,-0.14,0,0.18,0.08,-0.08,0,[Fe/H],1.7,0.2,-0.2,0,0.49,0.06,-0.06,0,2022-04
XO-6 b,XO-6,3.7650007,8.1e-6,-8.1e-6,0,0.0815,0.0077,-0.0077,0,2.07,0.22,-0.22,0,4.4,,,1,0.62,,,1,0.,,,0,1577,28,-28,0,6720.,100.,-100.,0,1.93,0.18,-0.18,0,1.47,0.06,-0.06,0,-0.07,0.1,-0.1,0,[Fe/H],1.88,0.9,-0.2,0,1.,0.056,-0.056,0,2017-03
NGTS-13 b,NGTS-13,4.119027,0.000023,-0.000023,0,0.0549,0.0015,-0.0025,0,1.142,0.046,-0.046,0,4.84,0.44,-0.44,0,4.02,0.55,-0.55,0,0.086,0.034,-0.034,0,1605,30,-30,0,5819.,73.,-73.,0,1.79,0.06,-0.06,0,1.3,0.11,-0.18,0,0.25,0.17,-0.17,0,[Fe/H],4.23,2.65,-1.59,0,0.31,0.04,-0.04,0,2021-03
WASP-120 b,WASP-120,3.6112706,4.3e-6,-4.3e-6,0,0.0514,0.0007,-0.0007,0,1.473,0.096,-0.096,0,4.85,0.21,-0.21,0,2.,0.44,-0.34,0,0.057,0.022,-0.018,0,1880,70,-70,0,6450.,120.,-120.,0,1.87,0.11,-0.11,0,1.39,0.06,-0.06,0,-0.05,0.07,-0.07,0,[Fe/H],2.6,0.5,-0.5,0,0.299,0.058,-0.044,0,2016-06
TOI-2109 b,TOI-2109,0.67247414,3.e-8,-2.8e-7,0,0.01791,0.00065,-0.00065,0,1.347,0.047,-0.047,0,5.02,0.75,-0.75,0,,,,,,,,,3646,88,-88,0,6540.,160.,-160.,0,1.7,0.06,-0.06,0,1.45,0.07,-0.07,0,0.068,0.07,-0.062,0,[Fe/H],1.77,0.88,-0.68,0,0.417,0.056,-0.053,0,2021-12
CoRoT-20 b,CoRoT-20,9.24285,0.0003,-0.0003,0,0.0892,0.0028,-0.0028,0,1.16,0.26,-0.26,0,5.06,0.36,-0.36,0,4.,3.3,-3.3,0,,,,,1100,150,-150,0,5880.,90.,-90.,0,1.34,0.37,-0.37,0,1.11,0.1,-0.1,0,0.14,0.12,-0.12,0,[Fe/H],5.9,1.8,-11.5,0,0.65,0.68,-0.68,0,2012-10
WASP-162 b,WASP-162,9.62468,0.00001,-0.00001,0,0.0871,0.0013,-0.0013,0,1.,0.05,-0.05,0,5.2,0.2,-0.2,0,6.9,0.8,-0.8,0,0.434,0.005,-0.005,0,910,20,-20,0,5300.,100.,-100.,0,1.11,0.05,-0.05,0,0.95,0.04,-0.04,0,0.28,0.13,-0.13,0,,12.97,2.35,-2.35,0,1.,0.1,-0.1,0,2019-01
HATS-66 b,HATS-66,3.1414391,7.4e-6,-7.4e-6,0,0.04714,0.00025,-0.00025,0,1.411,0.084,-0.084,0,5.33,0.68,-0.68,0,2.34,0.56,-0.43,0,0.064,,,0,1998,21,-21,0,6626.,35.,-35.,0,1.84,0.04,-0.04,0,1.41,0.02,-0.02,0,-0.017,0.043,-0.043,0,[Fe/H],2.17,0.16,-0.11,0,0.318,0.019,-0.019,0,2019-02
TOI-172 b,TOI-172,9.47725,0.00064,-0.00079,0,0.0914,0.0017,-0.0017,0,0.965,0.032,-0.029,0,5.42,0.22,-0.2,0,7.53,0.65,-0.72,0,0.3806,0.0093,-0.009,0,1198,18,-17,0,5645.,50.,-50.,0,1.78,0.05,-0.04,0,1.13,0.07,-0.06,0,0.148,0.079,-0.08,0,[Fe/H],7.4,1.6,-1.5,0,0.286,0.022,-0.023,0,2019-05
WASP-89 b,WASP-89,3.3564227,2.5e-6,-2.5e-6,0,0.0427,0.0012,-0.0012,0,1.04,0.04,-0.04,0,5.9,0.4,-0.4,0,7.,0.44,-0.44,0,0.193,0.009,-0.009,0,1120,20,-20,0,5130.,90.,-90.,0,0.88,0.03,-0.03,0,0.92,0.08,-0.08,0,0.15,0.14,-0.14,0,[Fe/H],1.3,1.5,-0.8,0,1.92,0.1,-0.1,0,2015-07
TOI-559 b,TOI-559,6.9839095,5.1e-6,-5.1e-6,0,0.0723,0.0013,-0.0013,0,1.091,0.028,-0.025,0,6.01,0.24,-0.23,0,5.74,0.42,-0.46,0,0.151,0.012,-0.011,0,1180,18,-16,0,5925.,85.,-76.,0,1.23,0.03,-0.03,0,1.03,0.06,-0.06,0,-0.069,0.065,-0.079,0,[Fe/H],6.8,2.5,-2.,0,0.774,0.053,-0.058,0,2022-01
Qatar-4 b,Qatar-4,1.8053564,,,0,0.02803,0.00048,-0.00048,0,1.135,0.11,-0.11,0,6.1,0.54,-0.54,0,5.1,1.,-1.,0,0.,,,0,1385,48,-48,0,5215.,50.,-50.,0,0.85,0.06,-0.06,0,0.9,0.05,-0.05,0,0.103,0.081,-0.081,0,[Fe/H],0.17,0.01,-0.01,0,2.07,0.038,-0.038,0,2017-04
TOI-628 b,TOI-628,3.4095675,7.e-6,-6.9e-6,0,0.0486,0.0008,-0.00094,0,1.06,0.041,-0.034,0,6.33,0.29,-0.31,0,6.58,0.7,-0.75,0,0.072,0.021,-0.023,0,1586,52,-40,0,6250.,220.,-190.,0,1.34,0.05,-0.04,0,1.31,0.07,-0.07,0,0.258,0.078,-0.08,0,[Fe/H],1.28,1.6,-0.91,0,0.762,0.067,-0.078,0,2021-04
HAT-P-70 b,HAT-P-70,2.74432452,7.9e-7,-6.8e-7,0,0.04739,0.00031,-0.00106,0,1.87,0.15,-0.1,0,6.78,,,0,1.54,,,0,0.,,,0,2562,43,-52,0,8450.,540.,-690.,0,1.86,0.12,-0.09,0,1.89,0.01,-0.01,0,-0.059,0.075,-0.088,0,[Fe/H],0.6,0.38,-0.2,0,,,,,2019-10
HAT-P-20 b,HAT-P-20,2.87531694,1.9e-7,-1.9e-7,0,0.03593,0.00029,-0.00029,0,1.025,0.053,-0.053,0,7.22,0.36,-0.36,0,8.31,0.38,-0.38,0,0.0172,0.0016,-0.0016,0,964,10,-10,0,4595.,45.,-45.,0,0.68,0.01,-0.01,0,0.74,0.04,-0.04,0,0.22,0.09,-0.09,0,[Fe/H],,,,,2.36,0.16,-0.16,0,2017-05
CoRoT-14 b,CoRoT-14,1.51214,0.00013,-0.00013,0,0.02687,0.00078,-0.00078,0,1.018,0.079,-0.079,0,7.67,0.5,-0.5,0,9.,2.,-2.,0,,,,,1936,95,-95,0,6035.,100.,-100.,0,1.19,0.14,-0.14,0,1.12,0.1,-0.1,0,0.05,0.15,-0.15,0,[Fe/H],3.7,2.6,-5.,0,0.94,0.27,-0.27,0,2011-11
Kepler-14 b,Kepler-14,6.790123,4.3e-6,-4.3e-6,0,0.0771,0.0012,-0.0012,0,1.126,0.05,-0.05,0,7.68,0.39,-0.39,0,6.7,0.89,-0.89,0,,,,,1605,39,-39,0,6395.,60.,-60.,0,2.09,0.11,-0.11,0,1.32,0.06,-0.06,0,0.12,0.06,-0.06,0,[Fe/H],2.2,1.8,-2.,0,0.204,0.028,-0.028,0,2012-10
WASP-14 b,WASP-14,2.2437661,1.1e-6,-1.1e-6,0,0.0372,0.0011,-0.0011,0,1.633,0.092,-0.092,0,7.9,0.47,-0.47,0,2.25,0.33,-0.33,0,,,,,2090,59,-59,0,6475.,100.,-100.,0,1.67,0.1,-0.1,0,1.35,0.12,-0.12,0,0.,0.2,-0.2,0,[Fe/H],2.4,1.5,-1.,0,0.413,0.059,-0.059,0,2012-10
WASP-167 b,WASP-167,2.0219596,6.e-7,-6.e-7,0,0.0365,0.0006,-0.0006,0,1.58,0.05,-0.05,0,8.,,,1,,,,,,,,,2329,64,-64,0,7000.,250.,-250.,0,1.79,0.05,-0.05,0,1.59,0.08,-0.08,0,0.1,0.1,-0.1,0,[Fe/H],1.29,0.36,-0.27,0,0.39,0.03,-0.03,0,2017-11
WASP-150 b,WASP-150,5.644207,3.e-6,-4.e-6,0,0.0694,0.0011,-0.0008,0,1.07,0.024,-0.025,0,8.46,0.28,-0.2,0,8.54,0.66,-0.62,0,0.3775,0.0038,-0.0029,0,1460,11,-11,0,6218.,49.,-45.,0,1.65,0.02,-0.03,0,1.39,0.07,-0.05,0,0.156,0.1,-0.089,0,[Fe/H],2.95,0.229,-0.229,0,0.619,0.045,-0.035,0,2020-06
HAT-P-2 b,HAT-P-2,5.6334729,6.1e-6,-6.1e-6,0,0.0674,0.00081,-0.00081,0,1.19,0.12,-0.12,0,8.74,0.27,-0.27,0,6.8,2.,-2.,0,,,,,1516,66,-66,0,6290.,60.,-60.,0,1.68,0.15,-0.15,0,1.28,0.05,-0.05,0,0.14,0.08,-0.08,0,[Fe/H],2.6,0.6,-0.8,0,0.378,0.099,-0.099,0,2010-11
KOI-13 b,KOI-13,1.763588,1.e-6,-1.e-6,0,0.03641,0.00087,-0.00087,0,1.512,0.035,-0.035,0,9.28,0.16,-0.16,0,3.6,0.3,-0.3,0,0.00064,0.00012,-0.00016,0,2550,80,-80,0,7650.,250.,-250.,0,1.74,0.04,-0.04,0,1.72,0.1,-0.1,0,0.2,0.2,-0.2,0,[Fe/H],,,,,,,,,2015-05
HATS-41 b,HATS-41,4.193649,0.000013,-0.000013,0,0.0583,0.0015,-0.001,0,1.33,0.29,-0.2,0,9.7,1.6,-1.6,0,5.1,3.3,-2.3,0,0.38,0.11,-0.11,0,1710,170,-120,0,6424.,91.,-91.,0,1.71,0.36,-0.24,0,1.5,0.12,-0.08,0,0.47,0.041,-0.041,0,[Fe/H],1.34,0.31,-0.51,0,0.42,0.17,-0.17,0,2018-07
Kepler-75 b,Kepler-75,8.8849116,3.4e-6,-3.4e-6,0,0.0818,0.0012,-0.0012,0,1.05,0.03,-0.03,0,10.1,0.4,-0.4,0,11.,0.8,-0.9,0,0.57,0.01,-0.01,0,767,16,-16,0,5200.,100.,-100.,0,0.89,0.02,-0.02,0,0.91,0.04,-0.04,0,0.3,0.12,-0.12,0,[Fe/H],6.2,3.5,-2.8,0,1.85,0.11,-0.12,0,2015-03
WASP-18 b,WASP-18,0.94145223,2.4e-7,-2.4e-7,0,0.02024,0.00029,-0.00031,0,1.24,0.079,-0.079,0,10.2,0.35,-0.35,0,6.6,1.2,-1.1,0,0.0051,0.007,-0.0037,0,2429,77,-70,0,6432.,48.,-48.,0,1.32,0.06,-0.06,0,1.29,0.06,-0.06,0,0.107,0.08,-0.08,0,[Fe/H],1.57,1.4,-0.94,0,0.795,0.11,-0.089,0,2020-04
CoRoT-27 b,CoRoT-27,3.57532,0.00006,-0.00006,0,0.0476,0.0066,-0.0066,0,1.007,0.044,-0.044,0,10.39,0.55,-0.55,0,12.6,1.92,-1.67,0,0.065,,,1,1500,130,-130,0,5900.,120.,-120.,0,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,-0.1,0.1,-0.1,0,[M/H],4.21,2.72,-2.72,0,1.24,0.42,-0.26,0,2014-02
XO-3 b,XO-3,3.1915289,3.2e-6,-3.2e-6,0,0.04529,0.00073,-0.00073,0,1.248,0.049,-0.049,0,11.83,0.39,-0.39,0,8.09,0.89,-0.89,0,,,,,1729,34,-34,0,6429.,75.,-75.,0,1.41,0.06,-0.06,0,1.21,0.06,-0.06,0,-0.18,0.05,-0.05,0,[Fe/H],3.,1.,-0.7,0,0.607,0.058,-0.058,0,2010-11
HATS-70 b,HATS-70,1.8882378,1.5e-6,-1.5e-6,0,0.03632,0.00074,-0.00087,0,1.384,0.079,-0.074,0,12.9,1.8,-1.6,0,6.64,1.6,-1.3,0,0.18,,,1,2730,140,-160,0,7930.,630.,-820.,0,1.88,0.06,-0.07,0,1.78,0.12,-0.12,0,0.041,0.095,-0.107,0,[Fe/H],0.81,0.5,-0.33,0,,,,,2019-01
