pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,pl_pubdate
WASP-24 b,WASP-24,2.3412217,8.e-7,-8.e-7,0,0.03635,0.00079,-0.00079,0,1.303,0.047,-0.047,0,1.109,0.054,-0.054,0,0.622,0.043,-0.043,0,,,,,1772,29,-29,0,6107.,77.,-77.,0,1.32,0.04,-0.04,0,1.17,0.07,-0.07,0,-0.02,0.1,-0.1,0,[Fe/H],2.5,9.8,-2.5,0,0.722,0.048,-0.048,0,2014-10
WTS-2 b,WTS-2,1.0187068,6.5e-7,-6.5e-7,0,0.01855,0.00062,-0.00062,0,1.363,0.061,-0.061,0,1.12,0.16,-0.16,0,0.54,0.11,-0.11,0,0.,,,0,2000,100,-100,0,5000.,250.,-250.,0,0.75,0.03,-0.03,0,0.82,0.08,-0.08,0,0.2,0.3,-0.2,0,[Fe/H],0.6,,,-1,2.72,0.23,-0.23,0,2014-05
WASP-47 b,WASP-47,4.1591409,7.2e-6,-7.2e-6,0,0.051,0.001,-0.001,0,,,,,1.13,0.06,-0.06,0,0.94,0.11,-0.11,0,0.026,,,1,1275,23,-23,0,5576.,68.,-68.,0,1.15,0.04,-0.04,0,1.03,0.08,-0.08,0,0.36,0.05,-0.05,0,[Fe/H],,,,,0.96,0.08,-0.08,0,2015-09
WASP-95 b,WASP-95,2.184673,1.4e-6,-1.4e-6,0,0.03416,0.00083,-0.00083,0,1.21,0.06,-0.06,0,1.13,0.1,-0.04,0,1.13,0.09,-0.27,0,0.,,,0,1570,50,-50,0,5630.,130.,-130.,0,1.13,0.08,-0.04,0,1.11,0.09,-0.09,0,0.14,0.16,-0.16,0,[Fe/H],2.4,1.7,-1.,0,1.1,0.06,-0.18,0,2014-05
WASP-19 b,WASP-19,0.78883852,7.5e-7,-8.2e-7,0,0.01652,0.0005,-0.00056,0,1.415,0.044,-0.048,0,1.154,0.078,-0.08,0,0.506,0.031,-0.03,0,0.0126,0.014,-0.0089,0,2113,29,-29,0,5616.,66.,-65.,0,1.01,0.03,-0.03,0,0.96,0.09,-0.1,0,0.04,0.25,-0.3,0,[Fe/H],6.4,4.1,-3.5,0,1.339,0.056,-0.058,0,2020-04
WASP-133 b,WASP-133,2.176423,1.e-6,-1.e-6,0,0.0345,0.0007,-0.0007,0,1.21,0.05,-0.05,0,1.16,0.09,-0.09,0,0.88,0.09,-0.09,0,0.17,,,1,1790,40,-40,0,5700.,100.,-100.,0,1.44,0.05,-0.05,0,1.16,0.08,-0.08,0,0.29,0.12,-0.12,0,[Fe/H],6.8,1.8,-1.8,0,0.55,0.04,-0.04,0,2016-06
HD 189733 b,HD 189733,2.218577,9.e-6,-0.00001,0,0.03106,0.00051,-0.00049,0,1.119,0.038,-0.038,0,1.166,0.052,-0.049,0,1.031,0.106,-0.09,0,,,,,1209,11,-11,0,5050.,20.,-20.,0,0.77,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.03,0.1,-0.1,0,[Fe/H],,,,,2.56,0.13,-0.13,0,2019-11
HD 2685 b,HD 2685,4.12688,0.00005,-0.00004,0,0.0568,0.0006,-0.0006,0,1.44,0.05,-0.05,0,1.17,0.12,-0.12,0,,,,,0.091,0.039,-0.047,0,2061,28,-28,0,6801.,76.,-76.,0,1.56,0.05,-0.05,0,1.43,0.05,-0.04,0,0.02,0.06,-0.06,0,[Fe/H],1.31,0.34,-0.47,0,,,,,2019-05
OGLE-TR-132 b,OGLE-TR-132,1.68986531,6.4e-7,-6.4e-7,0,0.03026,0.00102,-0.00102,0,1.229,0.076,-0.076,0,1.17,0.15,-0.15,0,0.78,0.15,-0.15,0,,,,,1991,42,-42,0,6210.,59.,-59.,0,1.34,0.08,-0.08,0,1.29,0.13,-0.13,0,0.37,0.07,-0.07,0,[Fe/H],1.7,4.1,-2.3,0,0.761,0.087,-0.087,0,2012-10
KELT-18 b,KELT-18,2.8717518,2.8e-6,-2.8e-6,0,0.0455,0.00067,-0.00069,0,1.57,0.042,-0.036,0,1.18,0.11,-0.11,0,0.377,0.04,-0.04,0,0.,,,0,2085,39,-38,0,6670.,120.,-120.,0,1.91,0.04,-0.04,0,1.52,0.07,-0.07,0,0.09,0.13,-0.13,0,[Fe/H],1.9,0.2,-0.2,0,0.3111,0.007,-0.014,0,2017-06
TOI-157 b,TOI-157,2.0845435,2.3e-6,-2.3e-6,0,0.03138,0.00025,-0.0002,0,1.286,0.023,-0.02,0,1.18,0.13,-0.12,0,0.686,0.08,-0.078,0,0.,,,0,1588,21,-20,0,5404.,70.,-67.,0,1.17,0.02,-0.01,0,0.95,0.02,-0.02,0,0.24,0.09,-0.09,0,[Fe/H],12.82,0.73,-1.4,0,0.842,0.029,-0.03,0,2020-07
TOI-3540 A b,TOI-3540 A,3.119999,7.9e-6,-7.9e-6,0,0.04289,0.00092,-0.00093,0,2.1,,,0,1.18,0.14,-0.14,0,0.065,,,0,0.,,,0,1498,22,-22,0,5810.,79.,-79.,0,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0,0.176,0.089,-0.089,0,[Fe/H],6.,3.,-2.5,0,0.823,0.09,-0.079,0,2022-08
WASP-121 b,WASP-121,1.2749255,2.e-7,-2.5e-7,0,0.02544,0.00049,-0.0005,0,1.865,0.044,-0.044,0,1.183,0.064,-0.062,0,0.243,0.021,-0.021,0,0.,,,0,2358,52,-52,0,6459.,140.,-140.,0,1.46,0.03,-0.03,0,1.35,0.08,-0.08,0,0.13,0.09,-0.09,0,[Fe/H],1.5,1.,-1.,0,0.616,0.011,-0.013,0,2016-06
Qatar-9 b,Qatar-9,1.540731,0.000038,-0.000038,0,0.0234,0.0003,-0.0003,0,1.009,0.014,-0.014,0,1.19,0.16,-0.16,0,1.43,0.2,-0.2,0,0.,,,0,1134,9,-9,0,4309.,31.,-31.,0,0.7,0.01,-0.01,0,0.72,0.02,-0.02,0,0.252,0.076,-0.076,0,[Fe/H],7.5,4.5,-4.5,0,3.015,0.086,-0.086,0,2019-06
XO-5 b,XO-5,4.1877558,6.e-7,-6.e-7,0,0.0515,0.0005,-0.0005,0,1.14,0.03,-0.03,0,1.19,0.03,-0.03,0,1.06,0.08,-0.08,0,0.,,,0,1230,20,-20,0,5430.,70.,-70.,0,1.13,0.03,-0.03,0,1.04,0.03,-0.03,0,0.05,0.06,-0.06,0,[Fe/H],,,,,1.01,0.06,-0.06,0,2015-03
HATS-33 b,HATS-33,2.5495551,6.1e-6,-6.1e-6,0,0.03727,0.00037,-0.00037,0,1.23,0.112,-0.081,0,1.192,0.053,-0.053,0,0.79,0.19,-0.19,0,0.08,,,1,1429,38,-38,0,5659.,85.,-85.,0,1.02,0.05,-0.04,0,1.06,0.03,-0.03,0,0.29,0.05,-0.05,0,[Fe/H],3.,1.7,-1.7,0,1.4,0.16,-0.16,0,2016-12
HIP 94235 b,HIP 94235,7.713057,0.000021,-0.000021,0,0.0787,0.00056,-0.00017,0,0.268,0.029,-0.025,0,1.19247,,,1,,,,,0.32,0.2,-0.2,0,1060,50,-50,0,5991.,50.,-50.,0,1.08,0.11,-0.1,0,1.09,0.02,-0.01,0,0.,,,0,[m/H],0.118,0.018,-0.016,0,,,,,2022-04
WASP-4 b,WASP-4,1.33823251,3.1e-7,-3.1e-7,0,,,,,1.33,0.16,-0.16,0,1.216,0.013,-0.013,0,,,,,0.,,,0,1664,54,-54,0,5436.,34.,-34.,0,0.92,0.06,-0.06,0,0.89,0.01,-0.01,0,-0.05,0.04,-0.04,0,[Fe/H],7.,2.9,-2.9,0,,,,,2013-12
TOI-163 b,TOI-163,4.231306,0.000063,-0.000057,0,0.058,0.0014,-0.0014,0,1.489,0.034,-0.034,0,1.22,0.12,-0.12,0,0.49,0.059,-0.055,0,0.,,,0,1669,16,-14,0,6495.,90.,-90.,0,1.65,0.02,-0.03,0,1.44,0.03,-0.03,0,0.22,0.041,-0.041,0,[Fe/H],1.823,0.3,-0.331,0,0.4518,0.0189,-0.0194,0,2019-11
WASP-138 b,WASP-138,3.634433,5.e-6,-5.e-6,0,0.0494,0.0007,-0.0007,0,1.09,0.05,-0.05,0,1.22,0.08,-0.08,0,1.2,0.13,-0.194,0,,,,,1590,31,-31,0,6272.,96.,-96.,0,1.36,0.05,-0.05,0,1.22,0.05,-0.05,0,-0.09,0.1,-0.1,0,[Fe/H],3.44,0.93,-0.93,0,0.687,0.062,-0.062,0,2017-03
HATS-35 b,HATS-35,1.8209993,1.6e-6,-1.6e-6,0,0.03199,0.00033,-0.00033,0,1.464,0.069,-0.044,0,1.222,0.078,-0.078,0,0.484,0.042,-0.07,0,0.306,,,1,2037,43,-43,0,6300.,100.,-100.,0,1.43,0.06,-0.04,0,1.32,0.04,-0.04,0,0.21,0.06,-0.06,0,[Fe/H],2.13,0.51,-0.51,0,0.628,0.045,-0.061,0,2016-12
OGLE-TR-113 b,OGLE-TR-113,1.43247425,3.4e-7,-3.4e-7,0,0.02265,0.00101,-0.00101,0,1.088,0.055,-0.055,0,1.23,0.2,-0.2,0,1.18,0.17,-0.17,0,,,,,1342,22,-22,0,4790.,75.,-75.,0,0.77,0.04,-0.04,0,0.76,0.1,-0.1,0,0.09,0.08,-0.08,0,[Fe/H],,,,,2.365,0.09,-0.09,0,2012-10
WASP-119 b,WASP-119,2.49979,0.00001,-0.00001,0,0.0363,0.0007,-0.0007,0,1.4,0.2,-0.2,0,1.23,0.08,-0.08,0,0.7,0.3,-0.3,0,0.058,,,1,1600,80,-80,0,5650.,100.,-100.,0,1.2,0.1,-0.1,0,1.02,0.06,-0.06,0,0.14,0.1,-0.1,0,[Fe/H],8.,2.5,-2.5,0,0.76,0.25,-0.25,0,2016-06
WASP-82 b,WASP-82,2.705782,3.e-6,-3.e-6,0,0.0447,0.0007,-0.0007,0,1.67,0.07,-0.05,0,1.24,0.04,-0.04,0,0.354,0.023,-0.039,0,0.,,,0,2190,40,-40,0,6490.,100.,-100.,0,2.18,0.08,-0.05,0,1.63,0.08,-0.08,0,0.12,0.11,-0.11,0,[Fe/H],,,,,0.223,0.008,-0.02,0,2016-01
TrES-2 b,TrES-2,2.47061437,9.e-8,-9.e-8,0,,,,,1.229,0.065,-0.065,0,1.253,0.053,-0.053,0,0.895,0.108,-0.108,0,0.,,,0,1466,9,-9,0,5795.,73.,-73.,0,1.,0.03,-0.03,0,1.05,0.06,-0.06,0,0.06,0.08,-0.08,0,[Fe/H],,,,,,,,,2019-06
Kepler-428 b,Kepler-428,3.52563254,1.5e-7,-1.5e-7,0,0.0433,0.0009,-0.0009,0,1.08,0.03,-0.03,0,1.27,0.19,-0.19,0,1.02,0.15,-0.15,0,0.22,,,1,1070,25,-25,0,5150.,100.,-100.,0,0.8,0.02,-0.02,0,0.87,0.05,-0.05,0,0.09,0.17,-0.17,0,[Fe/H],5.,4.,-4.,0,1.704,0.041,-0.041,0,2014-12
WASP-64 b,WASP-64,1.5732918,1.5e-6,-1.5e-6,0,0.02648,0.00024,-0.00024,0,1.271,0.039,-0.039,0,1.271,0.068,-0.068,0,0.823,0.085,-0.069,0,0.,,,0,1689,49,-49,0,5400.,100.,-100.,0,1.06,0.03,-0.03,0,1.,0.03,-0.03,0,-0.08,0.11,-0.11,0,[Fe/H],1.2,1.2,-0.7,0,1.196,0.075,-0.062,0,2013-04
WASP-104 b,WASP-104,1.7554137,1.8e-6,-3.6e-6,0,0.02918,0.00045,-0.00045,0,1.137,0.037,-0.037,0,1.272,0.047,-0.047,0,1.074,0.088,-0.088,0,0.,,,0,1516,39,-39,0,5475.,127.,-127.,0,0.96,0.03,-0.03,0,1.08,0.05,-0.05,0,0.32,0.09,-0.09,0,[Fe/H],3.,2.,-2.,0,1.7,0.099,-0.099,0,2014-10
KELT-7 b,KELT-7,2.7347749,3.9e-6,-3.9e-6,0,0.04415,0.00062,-0.00052,0,1.533,0.046,-0.047,0,1.28,0.18,-0.18,0,0.442,0.073,-0.068,0,0.,,,0,2048,27,-27,0,6789.,50.,-49.,0,1.73,0.04,-0.04,0,1.53,0.07,-0.05,0,0.139,0.075,-0.081,0,[Fe/H],1.3,0.2,-0.2,0,0.419,0.027,-0.025,0,2015-07
HATS-68 b,HATS-68,3.5862202,4.7e-6,-4.7e-6,0,0.05071,0.00018,-0.00018,0,1.232,0.039,-0.029,0,1.29,0.059,-0.059,0,0.856,0.083,-0.083,0,0.036,,,0,1741,12,-12,0,6147.,22.,-22.,0,1.75,0.03,-0.03,0,1.35,0.01,-0.01,0,0.21,0.043,-0.043,0,[Fe/H],3.02,0.11,-0.11,0,0.356,0.015,-0.015,0,2019-02
K2-113 b,K2-113,5.817608,0.000031,-0.000029,0,0.0558,0.0059,-0.0049,0,0.93,0.1,-0.07,0,1.29,0.13,-0.14,0,1.97,0.61,-0.53,0,0.,,,0,1178,22,-23,0,5627.,88.,-88.,0,1.05,0.11,-0.08,0,1.01,0.04,-0.04,0,0.18,0.062,-0.062,0,[Fe/H],5.9,2.7,-3.4,0,1.23,0.36,-0.32,0,2017-11
Qatar-1 b,Qatar-1,1.4200242,2.2e-7,-2.2e-7,0,0.02332,0.0004,-0.0004,0,1.143,0.026,-0.025,0,1.294,0.052,-0.049,0,1.076,0.057,-0.053,0,0.,,,0,1418,28,-27,0,5013.,93.,-88.,0,0.8,0.02,-0.02,0,0.84,0.04,-0.04,0,0.171,0.097,-0.094,0,[Fe/H],,,,,2.286,0.074,-0.07,0,2017-02
KELT-17 b,KELT-17,3.0801716,5.3e-6,-5.2e-6,0,0.04881,0.00065,-0.00061,0,1.525,0.065,-0.06,0,1.31,0.28,-0.29,0,0.46,0.12,-0.11,0,,,,,2087,32,-33,0,7454.,49.,-49.,0,1.65,0.06,-0.06,0,1.64,0.07,-0.06,0,-0.018,0.074,-0.072,0,[Fe/H],0.65,0.15,-0.15,0,0.518,0.045,-0.042,0,2016-11
CoRoT-13 b,CoRoT-13,4.03519,0.00003,-0.00003,0,0.051,0.0013,-0.0013,0,1.252,0.076,-0.076,0,1.312,0.096,-0.096,0,0.82,0.15,-0.15,0,,,,,1432,39,-39,0,5945.,90.,-90.,0,1.27,0.08,-0.08,0,1.09,0.09,-0.09,0,0.01,0.07,-0.07,0,[Fe/H],5.8,1.5,-6.3,0,0.741,0.101,-0.101,0,2011-11
WASP-97 b,WASP-97,2.07276,1.e-6,-1.e-6,0,0.03303,0.00056,-0.00056,0,1.13,0.06,-0.06,0,1.32,0.05,-0.05,0,1.21,0.15,-0.15,0,0.,,,0,1555,40,-40,0,5640.,100.,-100.,0,1.06,0.04,-0.04,0,1.12,0.06,-0.06,0,0.23,0.11,-0.11,0,[Fe/H],11.9,16.,-8.3,0,1.31,0.13,-0.13,0,2014-05
HATS-4 b,HATS-4,2.516729,2.e-6,-2.e-6,0,0.0362,0.0002,-0.0002,0,1.02,0.037,-0.037,0,1.323,0.028,-0.028,0,1.55,0.16,-0.16,0,0.013,0.016,-0.016,0,1315,21,-21,0,5403.,50.,-50.,0,0.93,0.02,-0.02,0,1.,0.02,-0.02,0,0.43,0.08,-0.08,0,[Fe/H],2.1,1.6,-1.6,0,,,,,2014-08
NGTS-6 b,NGTS-6,0.882059,8.e-7,-8.e-7,0,0.01677,0.00032,-0.00032,0,1.326,0.097,-0.112,0,1.339,0.028,-0.028,0,0.711,0.214,-0.136,0,0.,,,0,1284,12,-12,0,4730.,44.,-40.,0,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,0.11,0.09,-0.09,0,[Fe/H],9.77,0.25,-0.54,0,3.9304,0.0815,-0.0812,0,2019-11
WASP-91 b,WASP-91,2.798581,3.e-6,-3.e-6,0,0.037,0.001,-0.001,0,1.03,0.04,-0.04,0,1.34,0.08,-0.08,0,1.59,0.13,-0.13,0,0.,,,0,1160,30,-30,0,4920.,80.,-80.,0,0.86,0.03,-0.03,0,0.84,0.07,-0.07,0,0.19,0.13,-0.13,0,[Fe/H],,,,,1.83,0.14,-0.14,0,2017-08
HATS-2 b,HATS-2,1.354133,1.e-6,-1.e-6,0,0.023,0.0003,-0.0003,0,1.168,0.03,-0.03,0,1.345,0.15,-0.15,0,1.05,0.14,-0.14,0,0.,,,0,1577,31,-31,0,5227.,95.,-95.,0,0.9,0.02,-0.02,0,0.88,0.04,-0.04,0,0.15,0.05,-0.05,0,[Fe/H],9.7,2.9,-2.9,0,,,,,2013-10
HAT-P-50 b,HAT-P-50,3.1220109,6.5e-6,-6.5e-6,0,0.0453,0.00058,-0.0014,0,1.288,0.064,-0.064,0,1.35,0.073,-0.073,0,0.78,0.11,-0.11,0,0.115,,,1,1862,34,-34,0,6280.,49.,-49.,0,1.7,0.07,-0.07,0,1.27,0.05,-0.12,0,-0.18,0.08,-0.08,0,[Fe/H],3.37,1.44,-0.27,0,0.357,0.037,-0.037,0,2015-12
K2-237 b,K2-237,2.18053539,8.6e-7,-8.5e-7,0,0.03558,0.00048,-0.00065,0,1.445,0.049,-0.045,0,1.363,0.11,-0.092,0,0.562,0.066,-0.061,0,0.042,0.034,-0.028,0,1828,48,-46,0,6360.,190.,-200.,0,1.26,0.03,-0.03,0,1.26,0.05,-0.07,0,0.137,0.05,-0.049,0,[Fe/H],1.02,1.6,-0.74,0,0.888,0.065,-0.075,0,2020-11
HATS-77 b,HATS-77,3.0876262,1.6e-6,-1.6e-6,0,0.03607,0.00025,-0.00025,0,1.165,0.021,-0.021,0,1.374,0.1,-0.074,0,1.077,0.112,-0.081,0,0.045,,,1,828,6,-6,0,4071.,13.,-13.,0,0.64,0.01,-0.01,0,0.66,0.01,-0.01,0,0.253,0.039,-0.039,0,[Fe/H],12.1,5.,-5.,0,3.48,0.17,-0.12,0,2022-03
K2-22 b,K2-22,0.381078,1.e-6,-1.e-6,0,0.0088,0.0008,-0.0008,0,0.223,0.036,-0.036,1,1.4,,,1,,,,,,,,,2100,,,0,3830.,100.,-100.,0,0.57,0.06,-0.06,0,0.6,0.07,-0.07,0,0.03,0.08,-0.08,0,[Fe/H],,,,,,,,,2015-10
OGLE-TR-56 b,OGLE-TR-56,1.21191096,6.5e-7,-6.5e-7,0,0.02453,0.00062,-0.00062,0,1.734,0.059,-0.059,0,1.41,0.18,-0.18,0,0.336,0.042,-0.042,0,,,,,2482,30,-30,0,6119.,62.,-62.,0,1.74,0.04,-0.04,0,1.34,0.1,-0.1,0,0.25,0.08,-0.08,0,[Fe/H],3.,2.9,-1.4,0,0.361,0.015,-0.015,0,2012-10
WASP-12 b,WASP-12,1.0914199,2.e-7,-2.e-7,0,,,,,1.819,0.142,-0.142,0,1.41,0.1,-0.1,0,0.311,0.051,-0.051,0,0.,,,0,2601,18,-18,0,6300.,200.,-100.,0,1.57,0.07,-0.07,0,1.35,0.14,-0.14,0,0.3,0.05,-0.15,0,[Fe/H],,,,,,,,,2019-06
WASP-178 b,WASP-178,3.3448412,3.3e-6,-3.3e-6,0,0.0545,0.0013,-0.0015,0,1.94,0.06,-0.058,0,1.41,0.43,-0.51,0,0.238,0.077,-0.088,0,0.,,,0,2402,130,-71,0,8640.,500.,-240.,0,1.8,0.05,-0.05,0,1.93,0.14,-0.16,0,-0.06,0.3,-0.34,0,[Fe/H],0.43,0.31,-0.25,0,0.463,0.04,-0.038,0,2020-09
K2-260 b,K2-260,2.6266657,1.8e-6,-1.8e-6,0,0.0404,0.0013,-0.0016,0,1.552,0.048,-0.057,0,1.42,0.31,-0.32,0,0.5,0.12,-0.12,0,0.,,,0,1957,78,-77,0,6367.,250.,-250.,0,1.69,0.03,-0.03,0,1.39,0.05,-0.06,0,-0.14,0.15,-0.15,0,[Fe/H],1.9,0.3,-0.3,0,0.4005,0.01,-0.01,0,2018-11
TOI-4137 b,TOI-4137,3.8016122,6.5e-6,-6.5e-6,0,0.05222,0.00089,-0.00096,0,1.211,0.04,-0.039,0,1.44,0.17,-0.15,0,1.01,0.17,-0.15,0,0.,0.048,-0.052,0,1570,25,-24,0,6202.,94.,-90.,0,1.44,0.04,-0.04,0,1.31,0.07,-0.07,0,0.182,0.083,-0.085,0,[Fe/H],2.1,1.3,-1.,0,0.621,0.059,-0.055,0,2022-08
HATS-67 b,HATS-67,1.6091788,4.e-6,-4.e-6,0,0.03032,0.00015,-0.00015,0,1.685,0.047,-0.047,0,1.45,0.12,-0.12,0,0.374,0.047,-0.047,0,0.057,,,0,2193,22,-22,0,6594.,33.,-33.,0,1.44,0.03,-0.03,0,1.44,0.02,-0.02,0,0.332,0.052,-0.052,0,[Fe/H],0.51,0.24,-0.24,0,0.677,0.035,-0.035,0,2019-02
HATS-74 A b,HATS-74 A,1.73185606,5.5e-7,-5.5e-7,0,0.02384,0.00011,-0.00011,0,1.032,0.021,-0.021,0,1.46,0.14,-0.14,0,1.64,0.19,-0.19,0,0.044,,,1,895,6,-6,0,3776.9,9.5,-9.5,0,0.58,0.01,-0.01,0,0.6,0.01,-0.01,0,0.514,0.033,-0.021,0,[Fe/H],11.,5.1,-5.1,0,4.43,0.18,-0.14,0,2022-03
TOI-564 b,TOI-564,1.651144,0.000018,-0.000018,0,0.02734,0.00061,-0.00053,0,1.02,0.71,-0.29,0,1.463,0.1,-0.096,0,1.7,3.1,-1.4,0,0.072,0.083,-0.05,0,1714,20,-21,0,5640.,34.,-37.,0,1.09,0.01,-0.01,0,1.,0.07,-0.06,0,0.143,0.076,-0.078,0,[Fe/H],7.3,3.6,-3.5,0,1.095,0.09,-0.075,0,2020-11
HATS-23 b,HATS-23,2.1605156,4.5e-6,-4.5e-6,0,0.03397,0.00047,-0.00047,0,1.86,0.3,-0.4,0,1.47,0.072,-0.072,0,0.29,0.3,-0.1,0,0.114,,,1,1654,54,-54,0,5780.,120.,-120.,0,1.2,0.06,-0.08,0,1.12,0.05,-0.05,0,0.28,0.07,-0.07,0,[Fe/H],4.2,1.5,-1.5,0,0.91,0.2,-0.11,0,2017-06
WASP-93 b,WASP-93,2.7325321,2.e-6,-2.e-6,0,0.04211,0.00035,-0.00035,0,1.597,0.077,-0.077,0,1.47,0.29,-0.29,0,0.479,0.112,-0.112,0,0.,,,0,1942,38,-38,0,6700.,100.,-100.,0,1.52,0.04,-0.04,0,1.33,0.03,-0.03,0,0.07,0.17,-0.17,0,[Fe/H],0.7,0.65,-0.65,0,0.53,0.039,-0.039,0,2016-12
KELT-3 b,KELT-3,2.7033904,9.9e-6,-0.00001,0,0.04122,0.00066,-0.00067,0,1.345,0.072,-0.072,0,1.477,0.066,-0.064,0,0.75,0.12,-0.1,0,0.,,,0,1816,37,-39,0,6306.,50.,-49.,0,1.47,0.07,-0.07,0,1.28,0.06,-0.06,0,0.044,0.08,-0.082,0,[Fe/H],3.,0.2,-0.2,0,0.565,0.071,-0.059,0,2013-08
HAT-P-53 b,HAT-P-53,1.9616241,3.9e-6,-3.9e-6,0,0.03159,0.00042,-0.00042,0,1.318,0.091,-0.091,0,1.484,0.056,-0.056,0,0.8,0.15,-0.15,0,0.134,,,1,1778,48,-48,0,5956.,50.,-50.,0,1.21,0.08,-0.06,0,1.09,0.04,-0.04,0,0.,0.08,-0.08,0,[Fe/H],4.67,1.45,-0.83,0,0.87,0.13,-0.13,0,2015-12
WASP-103 b,WASP-103,0.925542,0.000019,-0.000019,0,0.01985,0.00021,-0.00021,0,1.528,0.073,-0.047,0,1.49,0.088,-0.088,0,0.55,0.061,-0.07,0,,,,,2508,75,-70,0,6110.,160.,-160.,0,1.44,0.05,-0.03,0,1.22,0.04,-0.04,0,0.06,0.13,-0.13,0,[Fe/H],4.,1.,-1.,0,0.583,0.03,-0.055,0,2014-02
WASP-136 b,WASP-136,5.215357,6.e-6,-6.e-6,0,0.0661,0.0012,-0.0012,0,1.38,0.16,-0.16,0,1.51,0.08,-0.08,0,0.773,0.306,-0.197,0,,,,,1742,82,-82,0,6260.,100.,-100.,0,2.21,0.22,-0.22,0,1.41,0.07,-0.07,0,-0.18,0.1,-0.1,0,[Fe/H],3.62,0.7,-0.7,0,0.186,0.042,-0.042,0,2017-03
HAT-P-59 b,HAT-P-59,4.1419771,1.2e-6,-1.2e-6,0,0.05064,0.00037,-0.00037,0,1.123,0.013,-0.013,0,1.54,0.067,-0.067,0,1.347,0.081,-0.081,0,0.03,,,1,1278,6,-6,0,5678.,16.,-16.,0,1.1,0.01,-0.01,0,1.01,0.02,-0.02,0,0.217,0.049,-0.049,0,[Fe/H],7.3,1.,-1.,0,1.059,0.038,-0.038,0,2021-07
WASP-72 b,WASP-72,2.2167421,8.1e-6,-8.1e-6,0,0.03708,0.0005,-0.0005,0,1.27,0.2,-0.2,0,1.5461,0.059,-0.056,0,0.96,0.57,-0.33,0,0.,,,0,2210,120,-130,0,6250.,100.,-100.,0,1.98,0.24,-0.24,0,1.39,0.06,-0.06,0,-0.06,0.09,-0.09,0,[Fe/H],3.7,4.,-1.9,0,0.249,0.103,-0.068,0,2013-04
XO-4 b,XO-4,4.1250828,4.e-6,-4.e-6,0,0.05474,0.00163,-0.00064,0,1.287,0.385,-0.063,0,1.547,0.111,-0.068,0,0.9,0.15,-0.49,0,,,,,1630,170,-40,0,6397.,70.,-70.,0,1.53,0.39,-0.07,0,1.28,0.12,-0.04,0,-0.04,0.05,-0.05,0,[Fe/H],2.7,1.1,-0.6,0,0.504,0.065,-0.225,0,2011-11
WASP-65 b,WASP-65,2.3114243,1.5e-6,-1.5e-6,0,0.0334,0.0016,-0.0017,0,1.112,0.059,-0.059,0,1.55,0.16,-0.16,0,1.5,0.09,-0.11,0,0.,,,0,1480,10,-10,0,5600.,100.,-100.,0,1.01,0.05,-0.05,0,0.93,0.14,-0.14,0,-0.07,0.07,-0.07,0,[Fe/H],8.,,,-1,1.28,0.04,-0.06,0,2013-11
TOI-2236 b,TOI-2236,3.5315902,2.6e-6,-2.6e-6,0,0.05009,0.0008,-0.00082,0,1.282,0.032,-0.031,0,1.58,0.4,-0.39,0,0.93,0.25,-0.24,0,0.,0.048,-0.052,0,1688,19,-21,0,6248.,72.,-77.,0,1.57,0.03,-0.03,0,1.34,0.07,-0.07,0,0.119,0.081,-0.078,0,[Fe/H],2.52,0.89,-0.82,0,0.486,0.034,-0.031,0,2022-08
HATS-40 b,HATS-40,3.2642736,5.8e-6,-5.8e-6,0,0.04997,0.00074,-0.00074,0,1.58,0.16,-0.12,0,1.59,0.24,-0.24,0,0.49,0.13,-0.13,0,0.312,,,1,2101,69,-69,0,6460.,130.,-130.,0,2.26,0.18,-0.11,0,1.56,0.07,-0.07,0,0.01,0.077,-0.077,0,[Fe/H],2.07,0.34,-0.34,0,0.189,0.027,-0.027,0,2018-07
WASP-5 b,WASP-5,1.6284246,1.3e-6,-1.3e-6,0,0.0274,0.00044,-0.00044,0,1.175,0.056,-0.056,0,1.595,0.053,-0.053,0,1.22,0.16,-0.16,0,,,,,1753,35,-35,0,5770.,65.,-65.,0,1.09,0.04,-0.04,0,1.03,0.05,-0.05,0,0.09,0.09,-0.09,0,[Fe/H],5.6,2.5,-2.4,0,1.128,0.113,-0.113,0,2012-10
